id_client,numero_compte,nom,prenom,email,telephone,age,ville,code_postal,solde_compte,revenu_annuel,carte_credit,type_compte,date_ouverture,statut
CLI000748,4245-834462,Roy,David,david.roy@outlook.com,514-873-2918,58,Terrebonne,B1Q 1I8,123964.00,193252,4465-9723-4589-1721,Premium,2022-09-03,Suspendu
CLI000749,3676-634107,Fortin,Jean,jean.fortin@gmail.com,514-428-2960,46,Lévis,Y7P 9I4,251712.68,177335,4193-9259-3397-2974,Entreprise,2021-09-09,Inactif
CLI000750,9696-343907,Girard,Sarah,sarah.girard@hotmail.com,514-720-1723,24,Trois-Rivières,X3C 1T5,250017.06,30318,4578-3298-1588-5701,Épargne,2021-02-22,Inactif
CLI000751,5863-469930,Ouellet,Julie,julie.ouellet@yahoo.ca,514-552-5425,75,Sherbrooke,Q2V 0J9,66513.56,103603,4479-2329-7840-6764,Entreprise,2015-04-02,Suspendu
CLI000752,2354-411662,Bélanger,David,david.bélanger@gmail.com,514-416-9356,43,Montréal,A2F 3T3,384960.43,92666,4245-1164-2346-1331,Courant,2021-10-21,Inactif
CLI000753,3382-592908,Leblanc,Sarah,sarah.leblanc@bnc.ca,514-550-3800,48,Montréal,H0B 6Z2,97762.40,61101,4119-2161-1644-5748,Premium,2018-02-14,Suspendu
CLI000754,9143-427301,Roy,Anne,anne.roy@outlook.com,514-812-1595,59,Trois-Rivières,Q0R 2B8,355345.96,232580,4955-5451-3393-7607,Étudiant,2015-06-25,Actif
CLI000755,9608-353051,Simard,Pierre,pierre.simard@yahoo.ca,514-382-8632,40,Trois-Rivières,Y9I 3Q8,301103.38,157722,4965-5539-6219-8123,Épargne,2021-04-19,Actif
CLI000756,5023-854582,Bélanger,Pierre,pierre.bélanger@yahoo.ca,514-211-4512,19,Sherbrooke,A8B 4X4,102231.24,53766,4641-9946-8495-5110,Courant,2024-02-08,Fermé
CLI000757,6436-493814,Bouchard,Jean,jean.bouchard@outlook.com,514-986-4290,65,Saguenay,F5I 1S8,227097.21,42088,4986-3368-6792-1732,Premium,2018-06-19,Fermé
CLI000758,3040-269751,Tremblay,Laura,laura.tremblay@gmail.com,514-850-4837,40,Longueuil,V6H 4P6,172696.04,37963,4676-4030-9669-8942,Courant,2019-08-10,Inactif
CLI000759,8106-198604,Bouchard,Sophie,sophie.bouchard@hotmail.com,514-305-4760,26,Québec,Z5S 6Q8,341909.49,131128,4965-7799-4514-1619,Courant,2019-12-24,Actif
CLI000760,4358-138224,Morin,Julie,julie.morin@yahoo.ca,514-886-2585,44,Gatineau,R4A 2U9,244627.32,44088,4243-1826-8174-8591,Étudiant,2016-07-24,Actif
CLI000761,6650-569812,Morin,Anne,anne.morin@yahoo.ca,514-899-1347,42,Laval,Z1I 4W3,285678.65,98163,4652-1185-6148-7297,Entreprise,2019-11-17,Actif
CLI000762,5100-850213,Lavoie,Pierre,pierre.lavoie@bnc.ca,514-332-4703,52,Longueuil,W3W 3M5,168769.50,82144,4456-9244-3638-3372,Courant,2019-12-01,Actif
CLI000763,6264-379431,Gauthier,Laura,laura.gauthier@bnc.ca,514-981-8423,18,Montréal,H5X 6K2,317752.07,54740,4495-8971-9976-2115,Courant,2020-05-09,Suspendu
CLI000764,2547-786848,Bergeron,Isabelle,isabelle.bergeron@yahoo.ca,514-657-6882,25,Montréal,S9Q 0G9,74121.47,244023,4743-7703-3605-2392,Étudiant,2017-02-09,Inactif
CLI000765,2898-947363,Lavoie,Nathalie,nathalie.lavoie@yahoo.ca,514-499-8318,23,Gatineau,L0K 7E0,238579.19,203795,4397-5655-9468-1031,Courant,2018-04-01,Inactif
CLI000766,8531-815081,Morin,Luc,luc.morin@hotmail.com,514-283-9820,58,Laval,L8S 9N1,302156.88,75542,4346-8377-9818-6136,Épargne,2018-09-08,Actif
CLI000767,8844-923845,Leblanc,Sarah,sarah.leblanc@outlook.com,514-862-6144,33,Lévis,S2I 6B9,487444.83,211653,4731-8009-5851-1174,Premium,2020-03-10,Inactif
CLI000768,5801-823402,Tremblay,Julie,julie.tremblay@bnc.ca,514-488-7685,19,Gatineau,N1B 0F3,298970.07,79860,4145-7531-2502-1020,Premium,2016-02-13,Suspendu
CLI000769,2775-817394,Gauthier,François,françois.gauthier@yahoo.ca,514-624-1123,74,Saguenay,B4X 1T0,438525.88,194247,4325-7584-9990-4898,Premium,2024-12-20,Actif
CLI000770,6385-662167,Bouchard,Marie,marie.bouchard@yahoo.ca,514-380-1302,36,Longueuil,H4N 2A8,35615.82,169309,4263-7444-7193-2620,Épargne,2021-12-05,Actif
CLI000771,1119-414236,Bouchard,Nathalie,nathalie.bouchard@hotmail.com,514-755-2124,35,Laval,B9R 6F7,340431.37,57389,4376-9072-1493-3756,Premium,2021-03-26,Fermé
CLI000772,3524-288768,Paquette,Philippe,philippe.paquette@yahoo.ca,514-605-8338,24,Montréal,J3A 7J2,373134.53,151473,4432-8948-7056-8966,Courant,2020-11-03,Actif
CLI000773,6287-623662,Bélanger,Luc,luc.bélanger@yahoo.ca,514-750-2488,18,Québec,P4Y 0N0,24146.77,84004,4127-9188-6100-6508,Premium,2023-11-20,Actif
CLI000774,6008-148006,Boucher,Camille,camille.boucher@hotmail.com,514-408-9517,62,Lévis,Z4Q 9P6,143176.86,122443,4484-5489-1945-6084,Étudiant,2022-03-18,Suspendu
CLI000775,4541-342821,Bouchard,Sarah,sarah.bouchard@gmail.com,514-226-1151,20,Laval,P2S 6U5,56991.40,78071,4944-7414-6485-3647,Épargne,2019-12-18,Fermé
CLI000776,2277-912626,Côté,Isabelle,isabelle.côté@outlook.com,514-416-6153,28,Trois-Rivières,J3K 2B3,232679.38,106230,4623-3031-6684-4456,Épargne,2015-04-24,Actif
CLI000777,8473-168834,Simard,Nathalie,nathalie.simard@bnc.ca,514-841-6003,46,Trois-Rivières,D9O 2A0,58884.05,239797,4117-6131-5552-9390,Premium,2021-06-23,Suspendu
CLI000778,9851-540301,Bergeron,Isabelle,isabelle.bergeron@outlook.com,514-884-6255,49,Terrebonne,T7S 8N9,372376.09,48041,4776-2098-5384-3049,Épargne,2021-10-04,Inactif
CLI000779,1426-906944,Morin,Anne,anne.morin@yahoo.ca,514-650-2358,21,Longueuil,I9W 7T3,352642.88,134799,4391-2773-1595-3659,Premium,2020-02-10,Suspendu
CLI000780,1830-695668,Bouchard,Nicolas,nicolas.bouchard@yahoo.ca,514-421-5292,65,Lévis,B2N 3Q9,487326.10,35480,4775-9644-4027-1261,Entreprise,2018-01-06,Suspendu
CLI000781,9577-438352,Pelletier,Marie,marie.pelletier@yahoo.ca,514-855-8282,21,Sherbrooke,D0W 4K2,332795.60,146877,4287-2033-6413-1664,Épargne,2021-02-03,Fermé
CLI000782,6782-573822,Pelletier,Camille,camille.pelletier@yahoo.ca,514-426-9513,60,Lévis,S2X 5M8,108680.42,112158,4735-3109-3985-1532,Entreprise,2022-06-04,Actif
CLI000783,2417-633440,Gauthier,Thomas,thomas.gauthier@yahoo.ca,514-559-1370,24,Montréal,C6P 5X9,72786.51,194366,4991-5798-3966-3369,Étudiant,2023-09-25,Suspendu
CLI000784,2864-103231,Gauthier,Thomas,thomas.gauthier@outlook.com,514-268-1049,36,Longueuil,E3A 5C9,382904.24,205278,4308-6320-6439-6800,Courant,2017-03-20,Actif
CLI000785,7158-210866,Lavoie,Jean,jean.lavoie@yahoo.ca,514-343-8678,39,Terrebonne,P0S 8Q0,82394.43,178703,4803-1662-1722-6079,Entreprise,2021-12-19,Suspendu
CLI000786,3068-166413,Boucher,Sarah,sarah.boucher@bnc.ca,514-210-6920,24,Trois-Rivières,C2K 4A4,352438.10,234945,4648-9808-2775-5586,Courant,2023-10-01,Fermé
CLI000787,2166-177069,Fortin,Anne,anne.fortin@outlook.com,514-372-5574,43,Gatineau,F2X 2O5,152317.89,134006,4545-4891-4978-8855,Courant,2016-02-27,Actif
CLI000788,6980-765267,Lévesque,Sophie,sophie.lévesque@yahoo.ca,514-533-8598,37,Longueuil,K4A 6J3,29540.24,166401,4803-4832-5952-7102,Courant,2023-10-25,Fermé
CLI000789,5763-151594,Côté,Laura,laura.côté@hotmail.com,514-407-5281,32,Laval,R3V 6Z5,164078.74,103429,4898-4626-5215-1214,Entreprise,2021-09-05,Suspendu
CLI000790,4621-706351,Bergeron,Pierre,pierre.bergeron@outlook.com,514-328-9468,35,Terrebonne,O6N 9I2,339215.00,108220,4362-7240-5982-4293,Épargne,2024-07-20,Fermé
CLI000791,5826-516468,Côté,François,françois.côté@hotmail.com,514-346-7186,46,Québec,Y3Q 1C2,4619.58,35963,4692-3555-2888-8844,Courant,2022-06-23,Suspendu
CLI000792,1441-606615,Fortin,David,david.fortin@gmail.com,514-789-8805,73,Saguenay,C1U 7D1,4287.54,215131,4973-4834-6629-9378,Courant,2020-06-14,Fermé
CLI000793,1542-902684,Boucher,Nathalie,nathalie.boucher@outlook.com,514-584-5443,65,Longueuil,U8C 4J2,242433.30,39140,4147-3175-7951-5041,Premium,2016-06-05,Inactif
CLI000794,4932-438902,Leblanc,Nicolas,nicolas.leblanc@hotmail.com,514-474-1516,61,Saguenay,E8S 2U8,23270.79,134543,4469-4273-5087-1544,Étudiant,2019-08-06,Actif
CLI000795,4521-204263,Morin,Pierre,pierre.morin@yahoo.ca,514-206-7696,67,Lévis,Y8C 2M9,22748.96,25946,4835-2756-7364-1893,Étudiant,2023-03-23,Fermé
CLI000796,1780-782764,Morin,Laura,laura.morin@outlook.com,514-345-5608,39,Sherbrooke,F4T 8L4,360269.05,37771,4753-5483-8529-6638,Entreprise,2019-08-05,Actif
CLI000797,3441-613549,Côté,Camille,camille.côté@gmail.com,514-979-5417,39,Terrebonne,S3L 7F2,481816.21,124814,4541-7056-5438-2441,Étudiant,2018-11-01,Suspendu
CLI000798,6649-201830,Boucher,Julie,julie.boucher@yahoo.ca,514-341-9535,54,Trois-Rivières,R3Y 5N0,357570.54,163190,4269-6812-5187-2142,Premium,2018-03-03,Inactif
CLI000799,4244-126804,Roy,Philippe,philippe.roy@outlook.com,514-228-7760,39,Trois-Rivières,T6D 8M3,177836.76,141042,4749-5830-5685-6292,Étudiant,2024-03-18,Suspendu
CLI000800,8038-926277,Leblanc,Thomas,thomas.leblanc@bnc.ca,514-977-3438,58,Laval,S6U 0R5,376566.30,197279,4172-2085-8494-5761,Premium,2020-10-01,Suspendu
CLI000801,7377-438119,Leblanc,Marc,marc.leblanc@hotmail.com,514-698-8841,36,Terrebonne,L0I 4R8,98761.13,152617,4138-5262-2623-5364,Étudiant,2023-10-07,Fermé
CLI000802,3053-228849,Pelletier,Luc,luc.pelletier@hotmail.com,514-291-1473,71,Laval,C1C 6I2,390671.00,166677,4434-9175-6896-1033,Courant,2015-06-20,Actif
CLI000803,2795-185364,Lavoie,Nathalie,nathalie.lavoie@gmail.com,514-781-9993,52,Gatineau,W5H 6J7,409760.28,137136,4303-2363-6645-9152,Étudiant,2023-11-25,Fermé
CLI000804,8173-555037,Paquette,Jean,jean.paquette@gmail.com,514-836-5007,74,Terrebonne,B6X 8W5,237350.74,203715,4638-1572-7058-6632,Courant,2022-03-13,Inactif
CLI000805,6228-317856,Tremblay,Laura,laura.tremblay@yahoo.ca,514-937-7017,72,Laval,E7S 5T2,86736.54,240324,4525-5674-4042-3119,Premium,2020-09-07,Fermé
CLI000806,4374-944031,Lévesque,David,david.lévesque@gmail.com,514-982-8226,61,Sherbrooke,V2Z 1H3,58179.44,54860,4950-8196-5575-7212,Épargne,2020-04-20,Fermé
CLI000807,9030-341158,Bergeron,Marie,marie.bergeron@yahoo.ca,514-526-9395,55,Québec,H8U 9K2,388274.96,173316,4972-5774-1743-6888,Entreprise,2016-11-26,Inactif
CLI000808,5881-840527,Pelletier,Marie,marie.pelletier@outlook.com,514-477-1891,40,Montréal,E6S 6A4,477077.81,134071,4928-4499-8679-1188,Épargne,2016-07-17,Actif
CLI000809,5556-907234,Gagnon,Jean,jean.gagnon@outlook.com,514-996-5694,59,Longueuil,J8D 5Z4,438475.18,206325,4760-7016-7053-5075,Courant,2015-10-04,Actif
CLI000810,2302-138280,Girard,Pierre,pierre.girard@gmail.com,514-240-8816,34,Laval,S4B 5V5,179319.94,57906,4531-9477-5018-1178,Étudiant,2022-11-12,Inactif
CLI000811,7609-253887,Tremblay,Philippe,philippe.tremblay@yahoo.ca,514-270-6484,36,Longueuil,Y4N 1N0,270258.38,214540,4521-4678-8730-5988,Premium,2017-06-26,Suspendu
CLI000812,5003-116631,Leblanc,Jean,jean.leblanc@gmail.com,514-709-1918,58,Montréal,A3I 1D5,8409.76,43993,4437-7799-1417-6863,Courant,2020-03-23,Suspendu
CLI000813,3256-814117,Gauthier,Jean,jean.gauthier@yahoo.ca,514-663-4569,67,Gatineau,Z5X 3V1,405869.54,189871,4447-8349-5621-9644,Entreprise,2017-02-04,Actif
CLI000814,4470-544392,Simard,Philippe,philippe.simard@bnc.ca,514-780-2033,51,Lévis,N6J 8H3,79854.86,171492,4231-4021-9951-6308,Premium,2016-12-22,Fermé
CLI000815,3002-511270,Boucher,Sarah,sarah.boucher@gmail.com,514-992-3349,47,Québec,B9P 1H1,165235.44,153786,4430-9465-9209-9784,Épargne,2015-07-16,Actif
CLI000816,5762-465354,Tremblay,Sarah,sarah.tremblay@yahoo.ca,514-380-6862,57,Saguenay,K5A 4L1,237824.56,43123,4421-1834-7686-1208,Étudiant,2017-09-19,Inactif
CLI000817,4940-183456,Gauthier,Nathalie,nathalie.gauthier@outlook.com,514-678-8013,52,Québec,F3T 7T7,322004.62,182444,4571-3409-9679-1131,Premium,2018-12-02,Actif
CLI000818,6044-454163,Girard,Sophie,sophie.girard@gmail.com,514-968-8511,47,Québec,X3R 9F2,120447.17,25077,4183-3167-1620-6991,Épargne,2021-05-09,Actif
CLI000819,6778-878334,Fortin,Camille,camille.fortin@yahoo.ca,514-696-8755,74,Sherbrooke,W0M 2V5,395828.97,77606,4409-3090-6473-9954,Épargne,2023-02-12,Inactif
CLI000820,7653-176664,Girard,Luc,luc.girard@hotmail.com,514-996-9964,54,Québec,V2U 7W2,268761.88,209955,4326-2207-4517-4761,Entreprise,2024-06-15,Inactif
CLI000821,4577-174531,Simard,Camille,camille.simard@gmail.com,514-313-9677,56,Québec,C3O 5C7,418183.27,157364,4781-6785-4848-1891,Entreprise,2023-04-17,Suspendu
CLI000822,4665-353653,Lavoie,Emma,emma.lavoie@yahoo.ca,514-842-1056,67,Trois-Rivières,Q0D 8D2,287483.38,137404,4542-4558-9360-9602,Premium,2019-12-18,Actif
CLI000823,1995-174382,Bélanger,Marie,marie.bélanger@yahoo.ca,514-318-5612,61,Québec,B4N 0O5,140481.59,189125,4715-8190-6103-1130,Premium,2017-05-06,Inactif
CLI000824,8106-641251,Tremblay,Philippe,philippe.tremblay@outlook.com,514-953-9473,35,Terrebonne,P5G 5N8,7902.49,211889,4263-6212-9144-4772,Épargne,2016-02-17,Fermé
CLI000825,8561-839049,Tremblay,David,david.tremblay@gmail.com,514-756-7102,39,Saguenay,W9T 1H9,87148.80,223145,4304-3433-8490-6461,Courant,2020-04-13,Suspendu
CLI000826,1260-317781,Pelletier,Sarah,sarah.pelletier@gmail.com,514-632-6638,24,Laval,M3C 3Y8,141617.31,35067,4858-5596-7777-9694,Étudiant,2020-12-10,Inactif
CLI000827,9422-763579,Ouellet,Thomas,thomas.ouellet@gmail.com,514-397-9653,55,Terrebonne,J5H 8W9,75903.97,137853,4514-3555-6935-5434,Courant,2020-11-11,Actif
CLI000828,7914-216511,Fortin,Julie,julie.fortin@yahoo.ca,514-582-7736,57,Gatineau,V0L 0W5,18624.54,142826,4497-7447-1817-4591,Premium,2020-04-17,Inactif
CLI000829,7999-231573,Gagnon,Philippe,philippe.gagnon@bnc.ca,514-689-2414,69,Québec,I2Z 2E0,154245.78,150789,4415-5058-5208-3436,Courant,2021-11-08,Actif
CLI000830,6334-440145,Girard,Sophie,sophie.girard@bnc.ca,514-838-8846,21,Sherbrooke,W5W 9V7,294471.13,25909,4481-2350-8786-6929,Épargne,2017-03-14,Suspendu
CLI000831,4607-523908,Lévesque,Nicolas,nicolas.lévesque@gmail.com,514-289-9908,70,Laval,L0Y 1P1,196543.65,114998,4169-9787-7802-4263,Courant,2024-04-18,Fermé
CLI000832,5651-406978,Lévesque,Pierre,pierre.lévesque@hotmail.com,514-414-8332,65,Québec,C3I 5Q2,280700.21,203081,4200-8365-8244-8246,Premium,2016-05-03,Inactif
CLI000833,6225-869351,Côté,Laura,laura.côté@yahoo.ca,514-947-1975,49,Terrebonne,J9O 5U5,57300.22,87163,4918-6646-8285-2727,Courant,2020-04-05,Suspendu
CLI000834,6063-434945,Leblanc,Jean,jean.leblanc@hotmail.com,514-845-8441,42,Longueuil,P3P 0C9,301737.83,115895,4113-2186-3713-5124,Étudiant,2023-07-02,Inactif
CLI000835,9433-406188,Tremblay,David,david.tremblay@outlook.com,514-898-2450,32,Saguenay,O3S 3Q3,57884.33,231996,4260-8068-9398-5588,Épargne,2022-07-14,Inactif
CLI000836,8641-453439,Leblanc,Nathalie,nathalie.leblanc@bnc.ca,514-776-9244,56,Terrebonne,E3V 3W8,40080.88,195406,4415-5890-9376-5142,Étudiant,2021-12-15,Actif
CLI000837,3492-100341,Gagné,Nicolas,nicolas.gagné@outlook.com,514-898-2724,61,Lévis,V4T 6T1,342497.94,165789,4550-4779-8328-1487,Entreprise,2022-05-02,Suspendu
CLI000838,6313-708786,Pelletier,Marc,marc.pelletier@yahoo.ca,514-714-6630,28,Laval,N6I 5N5,36508.00,242895,4967-4851-1999-5721,Premium,2024-07-26,Inactif
CLI000839,4502-458578,Lévesque,Marc,marc.lévesque@yahoo.ca,514-771-1646,47,Longueuil,L0D 7J0,242478.09,95583,4977-5669-1498-3893,Épargne,2015-07-28,Suspendu
CLI000840,3182-700242,Gauthier,Isabelle,isabelle.gauthier@gmail.com,514-794-8534,73,Lévis,C9J 6D1,401391.74,99710,4146-9239-9248-8775,Premium,2018-02-10,Fermé
CLI000841,1340-404880,Leblanc,Luc,luc.leblanc@outlook.com,514-709-9118,19,Montréal,Y4L 9Q9,117430.53,130962,4206-7740-9710-9188,Courant,2024-03-16,Fermé
CLI000842,9881-889355,Pelletier,Jean,jean.pelletier@bnc.ca,514-654-4704,41,Terrebonne,A9F 9Q7,31190.06,178078,4384-5371-9137-9648,Entreprise,2017-03-03,Suspendu
CLI000843,8438-776471,Tremblay,Philippe,philippe.tremblay@outlook.com,514-671-3534,43,Sherbrooke,Y2K 8Q1,242046.75,103954,4301-3575-4406-5142,Épargne,2020-06-07,Fermé
CLI000844,8992-912390,Gauthier,Pierre,pierre.gauthier@hotmail.com,514-854-6306,73,Saguenay,R9T 7F4,442890.48,131429,4232-5307-2534-9109,Étudiant,2016-08-07,Fermé
CLI000845,4037-607433,Leblanc,Thomas,thomas.leblanc@bnc.ca,514-596-9071,19,Longueuil,T0N 2E9,50702.91,204188,4564-5930-9382-6089,Épargne,2015-08-28,Actif
CLI000846,3236-152759,Fortin,Pierre,pierre.fortin@outlook.com,514-211-5491,58,Sherbrooke,I8H 1F8,325525.23,140535,4805-9386-8656-9699,Épargne,2019-04-11,Inactif
CLI000847,9241-380475,Bouchard,Julie,julie.bouchard@hotmail.com,514-392-5465,25,Gatineau,E9B 6D6,429620.06,98985,4838-9119-9098-6405,Premium,2023-11-12,Actif
CLI000848,8733-447462,Gagné,Alexandre,alexandre.gagné@yahoo.ca,514-381-4469,22,Lévis,C3M 5V0,321250.28,160012,4516-8195-1435-6413,Étudiant,2020-07-08,Inactif
CLI000849,5654-663504,Gauthier,Philippe,philippe.gauthier@hotmail.com,514-966-3903,36,Terrebonne,Z2O 3Y1,60817.11,44937,4654-7869-7126-7905,Courant,2023-03-17,Actif
CLI000850,4317-988504,Morin,Anne,anne.morin@hotmail.com,514-887-4567,27,Québec,D5S 1Y1,100347.71,107249,4202-3800-7155-4281,Épargne,2019-11-27,Actif
CLI000851,2306-622617,Morin,Sarah,sarah.morin@gmail.com,514-869-7290,69,Québec,J1Z 6B1,241058.50,88441,4432-5883-3025-3862,Épargne,2016-11-20,Inactif
CLI000852,6011-303854,Pelletier,Sophie,sophie.pelletier@outlook.com,514-817-1748,65,Terrebonne,C8S 5Q1,176183.08,57205,4311-7641-7420-6185,Étudiant,2019-12-10,Fermé
CLI000853,2605-265365,Fortin,David,david.fortin@outlook.com,514-876-9379,19,Montréal,A6Q 0T9,112270.91,124203,4516-7405-2806-5784,Courant,2018-01-28,Inactif
CLI000854,5530-573637,Bergeron,Marie,marie.bergeron@gmail.com,514-400-2873,51,Longueuil,S6D 9H9,493365.32,244744,4344-4865-1230-1470,Entreprise,2021-11-06,Fermé
CLI000855,6976-896246,Paquette,Thomas,thomas.paquette@gmail.com,514-858-5297,43,Saguenay,V5I 0B3,313821.78,78324,4566-3222-2240-3485,Entreprise,2018-11-09,Suspendu
CLI000856,9304-234787,Bélanger,Thomas,thomas.bélanger@yahoo.ca,514-569-5047,58,Laval,G4A 2Y7,46223.88,124071,4733-4510-1540-8995,Premium,2022-08-04,Suspendu
CLI000857,3084-274959,Ouellet,Anne,anne.ouellet@bnc.ca,514-883-6109,37,Gatineau,A9M 9R7,346999.25,224310,4851-7347-3173-2350,Étudiant,2015-12-12,Suspendu
CLI000858,2608-712450,Lévesque,Alexandre,alexandre.lévesque@gmail.com,514-747-2998,55,Gatineau,N1X 9R6,259257.76,165418,4475-5041-7655-8514,Épargne,2019-09-23,Suspendu
CLI000859,6866-871930,Lavoie,Alexandre,alexandre.lavoie@gmail.com,514-734-7856,61,Longueuil,M5N 7C7,322858.48,151109,4850-4812-6256-8107,Étudiant,2020-07-05,Fermé
CLI000860,3442-103337,Bergeron,François,françois.bergeron@yahoo.ca,514-365-6445,26,Sherbrooke,F0Q 0S2,365107.71,187108,4360-2532-9464-6722,Courant,2021-01-02,Actif
CLI000861,8964-689352,Fortin,Marie,marie.fortin@hotmail.com,514-569-9771,56,Longueuil,N5M 1F9,406861.64,129210,4916-3892-8939-1832,Courant,2020-02-01,Fermé
CLI000862,3047-403488,Gagné,David,david.gagné@bnc.ca,514-569-2109,61,Terrebonne,N9K 1K3,53661.77,241833,4484-7516-1517-3267,Étudiant,2015-03-05,Actif
CLI000863,5375-698335,Tremblay,Sophie,sophie.tremblay@outlook.com,514-492-3032,30,Gatineau,B5R 2O2,330354.12,233116,4579-8522-7804-2095,Courant,2018-08-17,Actif
CLI000864,5980-142044,Gauthier,Jean,jean.gauthier@bnc.ca,514-292-3300,33,Québec,K1G 9F3,179512.13,165307,4410-5646-9766-6858,Entreprise,2017-07-13,Fermé
CLI000865,7459-177944,Pelletier,Marc,marc.pelletier@gmail.com,514-638-4909,69,Lévis,F4Q 0H8,289369.65,53203,4111-3770-8407-2529,Épargne,2022-04-20,Inactif
CLI000866,2518-693093,Gagné,Jean,jean.gagné@hotmail.com,514-828-7722,24,Longueuil,I1A 8S0,78705.40,180080,4964-4267-5967-5105,Courant,2021-01-09,Actif
CLI000867,9225-769137,Ouellet,Julie,julie.ouellet@gmail.com,514-856-3882,32,Laval,O2O 2B8,273761.67,232061,4840-7959-9427-2995,Épargne,2021-05-25,Actif
CLI000868,8191-209049,Girard,David,david.girard@outlook.com,514-321-3421,74,Sherbrooke,P7J 8T3,161951.33,197999,4422-7406-4457-8621,Premium,2019-03-12,Actif
CLI000869,1365-487782,Paquette,Sarah,sarah.paquette@yahoo.ca,514-499-1209,57,Terrebonne,F2I 7A1,203824.48,92769,4434-2346-7787-7896,Étudiant,2020-06-13,Suspendu
CLI000870,6841-549775,Tremblay,Emma,emma.tremblay@gmail.com,514-234-5442,34,Sherbrooke,M3V 7T9,169765.91,100117,4219-1109-1223-1099,Étudiant,2015-03-22,Inactif
CLI000871,3333-591968,Fortin,Nathalie,nathalie.fortin@bnc.ca,514-939-8522,67,Québec,P0L 5S0,329912.30,123239,4756-7636-4290-1118,Entreprise,2019-12-22,Fermé
CLI000872,2622-369589,Ouellet,Nathalie,nathalie.ouellet@hotmail.com,514-601-9177,57,Montréal,N3F 0T9,219685.14,164972,4979-5302-9257-4069,Premium,2020-10-19,Fermé
CLI000873,5220-707008,Pelletier,Jean,jean.pelletier@yahoo.ca,514-721-8681,29,Québec,Z7W 2F8,13752.93,39661,4758-7353-8498-5703,Entreprise,2015-04-19,Fermé
CLI000874,3839-758111,Leblanc,Sarah,sarah.leblanc@hotmail.com,514-857-7972,34,Saguenay,J9D 4W2,283651.98,97393,4656-6887-3955-1346,Courant,2015-02-02,Suspendu
CLI000875,4638-251811,Lévesque,David,david.lévesque@hotmail.com,514-303-7678,64,Longueuil,P6U 8J8,225446.36,140345,4932-6249-4164-8244,Étudiant,2021-02-04,Actif
CLI000876,7600-647111,Fortin,Isabelle,isabelle.fortin@hotmail.com,514-406-9509,41,Gatineau,T6Y 6Y3,438684.53,26712,4117-4086-5787-5819,Entreprise,2020-01-09,Suspendu
CLI000877,8324-406585,Bergeron,Anne,anne.bergeron@yahoo.ca,514-455-7477,43,Longueuil,A2U 8C1,259137.15,54398,4981-1688-5902-1109,Entreprise,2024-03-23,Suspendu
CLI000878,5824-268800,Côté,Jean,jean.côté@yahoo.ca,514-674-4134,34,Saguenay,Q5Q 9M0,254116.96,128683,4566-6219-9473-7600,Premium,2016-03-28,Suspendu
CLI000879,4333-370593,Gagné,Isabelle,isabelle.gagné@gmail.com,514-927-4897,42,Terrebonne,R5L 3Q8,149594.02,177805,4406-8111-2962-6720,Courant,2023-12-26,Actif
CLI000880,5364-495935,Bélanger,Camille,camille.bélanger@yahoo.ca,514-759-3932,54,Laval,O7N 4D9,430913.93,227057,4597-7442-1091-7648,Étudiant,2021-05-01,Suspendu
CLI000881,5894-848924,Gagnon,Marc,marc.gagnon@gmail.com,514-435-7199,54,Laval,S9T 3C0,317714.42,198367,4111-3574-7545-7873,Courant,2020-12-25,Suspendu
CLI000882,5591-900247,Pelletier,Pierre,pierre.pelletier@gmail.com,514-966-1848,67,Trois-Rivières,V1M 1Q8,337403.04,210390,4483-9073-3614-3691,Épargne,2015-05-17,Actif
CLI000883,8034-980727,Gauthier,Camille,camille.gauthier@outlook.com,514-400-2608,20,Montréal,D8M 3B6,171983.82,157484,4741-4028-8971-4663,Entreprise,2024-02-14,Actif
CLI000884,6704-552629,Tremblay,Alexandre,alexandre.tremblay@gmail.com,514-744-3645,18,Lévis,C2A 1K3,352240.17,157438,4881-5672-6523-3800,Premium,2020-06-04,Actif
CLI000885,7272-859889,Fortin,Julie,julie.fortin@gmail.com,514-650-5852,61,Sherbrooke,L4K 7T9,134990.06,157090,4218-8848-7039-8809,Courant,2020-10-23,Suspendu
CLI000886,5001-862043,Gauthier,Thomas,thomas.gauthier@outlook.com,514-339-5615,74,Sherbrooke,W2O 6D5,53386.00,219487,4554-6803-2439-8701,Épargne,2022-01-05,Actif
CLI000887,9920-727093,Roy,Emma,emma.roy@bnc.ca,514-368-2011,65,Québec,J3H 3B0,283471.84,173943,4258-2839-8273-4512,Entreprise,2022-02-20,Suspendu
CLI000888,3268-899396,Ouellet,Julie,julie.ouellet@gmail.com,514-505-7783,35,Laval,V7Q 9U0,337800.13,106287,4258-2295-4485-2317,Entreprise,2019-08-24,Suspendu
CLI000889,5681-280561,Lavoie,Philippe,philippe.lavoie@hotmail.com,514-934-2066,24,Montréal,W1O 0Y8,348175.47,64909,4702-4696-7328-2183,Étudiant,2016-06-03,Fermé
CLI000890,1015-162299,Bélanger,Jean,jean.bélanger@outlook.com,514-436-3185,42,Gatineau,O7S 2U3,378876.85,201832,4832-8001-1071-9099,Entreprise,2018-03-25,Suspendu
